128,2,5,2005,30,8,6.49253,1.9301,['2'],"['2080', '2002']",['1035'],"The Discovery is a stand-alone Carcassonne game.

The inhabitants of Carcassonne have discovered a new region far away from their homeland - one that consists of meadows, mountains and seas. The followers, of which each player only has four (with a fifth for the scoring track) get placed as robbers (in the mountains), seafarers (on the seas) or explorers (on the meadows). On a player's turn, they must place a tile and may then place a follower on it.

As in the original game, tiles may only be placed so that identical landscape types match up. A follower may only be placed when no other follower has been placed there yet. When the follower is removed, however, then the size of the region in which the follower is located brings points - regardless of whether the region has been closed off or not, although closed off regions score considerably more points. There's also an additional rule that lets mountainous regions increase in value, even if they've already been completed.

This is a distinctly simpler version of Carcassonne than the original. This was the goal during the development of the game. It should have simpler rules, but offer greater strategic depth. What is interesting about the game is that regions aren't scored automatically any more (when they are closed off), this is a decision left to the player (the removing of the follower). Since the regions can only get more valuable, this ensures many agonizing decisions.

(From Gamewire and Spielbox)

This game is part of the Carcassonne series.

"
137,1,4,2010,120,14,6.9747,3.007,"['10310', '5666', '65494']","['2072', '2661', '2820', '2663', '2015', '2082']","['1022', '1026']","You've been shipwrecked on a deserted isle. Do you have the wits to survive until a rescue ship arrives? To make it, you'll need to build a camp and explore the interior to reach the summit. From there, you will scan the horizon for sign of a nearby ship. Only then will you be able to make a signal and get rescued! If you are rescued, your tale will be told around the world — but only if you have the best tale to tell! Of course, if you are not rescued, no one will hear your story...

Náufragos (a.k.a. Castaways) is a competitive collaboration game about four castaways who are stranded on a small island. They must collaborate to improve their shelter, gather food to eat and wood to keep the campfire burning, and figure out how to advance to the interior of the island, as only from the vantage point of the highest spot on the island will they have a view of the vast ocean – and even more importantly, a view of the ship on the horizon that promises rescue! The players must manage their time in order to deliver a signal to this passing vessel – but even if they're all rescued, in the end only one player will win, that being the one who writes the best story at the end of the game, the one who lives and retells the greatest adventure from all the survivors, the one who has collected the most story points.

"
146,2,6,2010,20,6,6.26537,1.1538,"['6363', '8374', '5552', '19528', '5840']",['2019'],"['1032', '1036', '1038']","On an icy lake, two clans of prehistoric men clash in a match of Kairn, better known as Caveman Curling, this being an ancestor to the modern sport of curling. Players compete as individuals or are grouped into two clans, and they try to land their stones the closest to a target each round. On a player's turn he takes two actions:

• He launches a stone across the ice, flicking it with his finger toward the target on the other end of the game board.

• To improve the positioning of his stone or the chances of it staying in place, he can choose to use either a small or large hammer or a totem. With a hammer, the player moves the stone according to the size of the hammer. As for the totem, the player sets it on top of the stone; if the totem falls off the stone, the player can shoot it again on a later turn.

If your player or clan has one or more stones closer to the center of the target than the other clan, you score points. The first player/clan to collect six points wins.

A note about the different editions.

Caveman Curling (2012)
Kairn (2010)

There are significant production differences between Kairn and Caveman Curling, though the game play is almost identical between the two versions. Kairn (200 copies) was designed and self-published by Daniel Quodbach in 2010. Blackrock Editions and Scorpion Masque produced 1000 copies of Kairn and released it at Essen in 2011. Gryphon Games version of the game has yet to be produced, pending the conclusion of a current Kickstarter campaign that was organized to gauge demand for its version. Caveman Curling is scheduled for mass production in January, 2012, and to be released in late February, 2012. The first and only production copy of the Gryphon version will arrive in the US on December 14, 2011 and a video will be made showing the differences between Kairn and Caveman Curling.

"
162,2,6,2007,45,10,5.88456,1.7455,"['18227', '14835']","['2857', '2040', '2004']","['1023', '1002', '1033']","Players are notorious gang bosses in the heyday of organized crime in Chicago during the 1920s. The goal of the game is to take control of the main legal and illegal sources of profit, meaning bars, game rooms, jazz clubs and revue theaters. To do this, each player sends his men to intimidate the owners of these businesses and gain them to their cause. Most of the businesses even change ownership at the game table! The winner is the first player who, by playing poker combinations with his cards, takes control over 3 businesses of the same kind, 4 different ones, or any 5.

"
182,2,5,2003,30,8,6.9698,1.282,"['17676', '70360', '3279', '18319']","['2041', '2661', '2004']","['1089', '1002']","Game play in Coloretto is simple: Either draw a card to play to a row, or take a row of cards to add them to your collection. A row can have at most three cards, so at some point everyone is forced to take a row. Once all the rows have been claimed, players start a new round, drawing or taking once again.

What are you trying to do with these cards? Collect huge sets - but only in three colors as every color beyond the third will cost you points. Jokers are highly-prized as they always match what you want, and +2 cards provide sure points, giving you a back-up plan if everything goes south in terms of the colors you're collecting.

Once only a few cards remain in the deck, the round ends and everyone tallies their score, choosing three colors of cards to score positively while any other colors count against you. Each color is scored using a triangular number system: the first card in a color is ±1 point, the second card is ±2 points, and so on. The player with the high score wins!

A two-player variant is included with some versions of Coloretto, with the only change being that rows can have only 1-3 cards placed in them, depending on the icons on the row cards.

Nordic version include extensions: 'Coloretto: The Extra Cards', 'Coloretto: The Limit Cards' and 'Coloretto for two players'.

"
186,2,2,1992,45,12,7.0796,2.4111,"['46190', '61979', '72021']","['2676', '2007']","['1009', '1023', '1039', '1081']","A strategic two-player abstract with a heavy deduction element.  At the start of the game, neither player knows how their own pieces move.  Via performing attempted moves, each player tries to deduce the movement of their own pieces.  As you determine how to move your pieces, your goal is to capture the neutral piece, initially located in the center of the board, and deliver it to your opponent's side of the board.

From the new Stronghold Games version, Confusion: Espionage and Deception in the Cold War:

The Cold War.  A dangerous time for the world.  A dangerous time to be a spy... but that is exactly what being a spy is all about.  As the shadowy clouds of intrigue and subterfuge settle across the globe you have been called upon by your country to obtain the Top Secret information that will ensure your country's safety and supremacy.  But not all is as it seems; your spies are difficult to control on a global scale, and even worse, there's a Double Agent in your midst who threatens the entire mission!

At the start of a game of Confusion, players aren't aware of the talents and skills their own spies possess!  Your opponent can see what your spies can do, but you cannot.  Your job as a wise leader is to first deduce exactly how each of your spies move, then employ your knowledge by using each spy for maximum effect.  But be on alert, because your opponent has placed a double-agent in your team of spies! The first player to take the Top Secret Briefcase from the middle of the board and deliver it to his opponent's capital is the winner.

Can you achieve your goals at the expense of your opponent, or will the entire operation collapse in a sea of Confusion?

Confusion is game #1 in the Stronghold Games ""Castle Line"".

"
197,2,6,2012,15,13,7.0038,1.4066,"['8374', '70360', '7958', '20304']","['2891', '2047', '2685', '2686', '2015']","['1023', '1002', '1039', '1030', '1001']","You are head of a family in an Italian city-state, a city run by a weak and corrupt court. You need to manipulate, bluff and bribe your way to power. Your object is to destroy the influence of all the other families, forcing them into exile. Only one family will survive...

In Coup, you want to be the last player with influence in the game, with influence being represented by face-down character cards in your playing area.

Each player starts the game with two coins and two influence – i.e., two face-down character cards; the fifteen card deck consists of three copies of five different characters, each with a unique set of powers:


     Duke: Take three coins from the treasury. Block someone from taking foreign aid.
     Assassin: Pay three coins and try to assassinate another player's character.
     Contessa: Block an assassination attempt against yourself.
     Captain: Take two coins from another player, or block someone from stealing coins from you.
     Ambassador: Draw two character cards from the Court (the deck), choose which (if any) to exchange with your face-down characters, then return two. Block someone from stealing coins from you.


On your turn, you can take any of the actions listed above, regardless of which characters you actually have in front of you, or you can take one of three other actions:


     Income: Take one coin from the treasury.
     Foreign aid: Take two coins from the treasury.
     Coup: Pay seven coins and launch a coup against an opponent, forcing that player to lose an influence. (If you have ten coins or more, you must take this action.)


When you take one of the character actions – whether actively on your turn, or defensively in response to someone else's action – that character's action automatically succeeds unless an opponent challenges you. In this case, if you can't (or don't) reveal the appropriate character, you lose an influence, turning one of your characters face-up. Face-up characters cannot be used, and if both of your characters are face-up, you're out of the game.

If you do have the character in question and choose to reveal it, the opponent loses an influence, then you shuffle that character into the deck and draw a new one, perhaps getting the same character again and perhaps not.

The last player to still have influence – that is, a face-down character – wins the game!

A new &amp; optional character called the Inquisitor has been added (currently, the only English edition with the Inquisitor included is the Kickstarter Version from Indie Boards &amp; Cards. Copies in stores may not be the Kickstarter versions and may only be the base game). The Inquisitor character cards may be used to replace the Ambassador cards.


     Inquisitor: Draw one character card from the Court deck and choose whether or not to exchange it with one of your face-down characters. OR Force an opponent to show you one of their character cards (their choice which). If you wish it, you may then force them to draw a new card from the Court deck. They then shuffle the old card into the Court deck. Block someone from stealing coins from you.


"
205,3,6,2007,90,12,6.54042,2.0775,['9640'],"['2040', '2871', '2685', '2820', '2020', '2686']","['1022', '1002', '1010', '1046', '1079']","""Without teamwork, you will never survive. Without betrayal, you’ll never win.""

Cutthroat Caverns is played over 9 rounds, each with a random encounter.  Essentially a game of 'kill stealing'. Each round, any monster encountered will have a prestige value of 1 through 6.  The player that successfully jockeys for position and lands the killing blow gets the prestige value for the encounter.  Some encounters will not have a specific monster, such as a trap room for the heroes to pass through (and in this case, earning no prestige).  The surviving player with the most prestige after the 9 encounters is the winner.  If the players do not survive all 9 encounters, no one wins the game.

A unique combination of cooperative game play and opportunistic backstabbing.

"
220,2,7,1959,360,12,7.04049,3.3572,"['25158', '50153', '63529', '19265']","['2080', '2046', '2915', '2685', '2858', '2020']","['1023', '1026', '1001', '2710', '1019', '1065']","This classic game of pure negotiation has taken many forms over the years.

The first The Avalon Hill Game Co version has perhaps the widest release, but Avalon Hill Games, Inc. re-released the game in 1999, complete with a colorful new map and metal pieces.  In 2008, Avalon Hill released a 50th anniversary edition with a new map and cardboard pieces representing the armies and navies.

In the game, players represent one of the seven ""Great Powers of Europe"" (Great Britain, France, Austria-Hungary, Germany, Italy, Russia or Turkey) in the years prior to World War I. Play begins in the Spring of 1901, and players make both Spring and Autumn moves each year. There are only two kinds of military units: armies and fleets. On any given turn, each of your military units has limited options: they can move into an adjoining territory, support an allied unit in an attack on an adjoining territory, support an allied unit in defending an adjoining territory, or hold their position. Players instruct each of their units by writing a set of ""orders."" The outcome of each turn is determined by the rules of the game. There are no dice rolls or other elements of chance. With its incredibly simplistic movement mechanics fused to a significant negotiation element, this system is highly respected by many gamers.

Avalon Hill Complexity rating - 3

Re-implemented by:

    Colonial Diplomacy
    Diplomacy: Classical Variant
    Diplomacy: Hundred Variant


"
228,2,4,2008,30,13,7.61347,2.3559,"['28659', '2580', '6485']","['2664', '2901', '2040', '2686', '2897']","['1002', '1035']","""You are a monarch, like your parents before you, a ruler of a small pleasant kingdom of rivers and evergreens. Unlike your parents, however, you have hopes and dreams! You want a bigger and more pleasant kingdom, with more rivers and a wider variety of trees. You want a Dominion! In all directions lie fiefs, freeholds, and feodums. All are small bits of land, controlled by petty lords and verging on anarchy. You will bring civilization to these people, uniting them under your banner.

But wait! It must be something in the air; several other monarchs have had the exact same idea. You must race to get as much of the unclaimed land as possible, fending them off along the way. To do this you will hire minions, construct buildings, spruce up your castle, and fill the coffers of your treasury. Your parents wouldn't be proud, but your grandparents, on your mother's side, would be delighted.""

—description from the back of the box

In Dominion, each player starts with an identical, very small deck of cards.  In the center of the table is a selection of other cards the players can ""buy"" as they can afford them.  Through their selection of cards to buy, and how they play their hands as they draw them, the players construct their deck on the fly, striving for the most efficient path to the precious victory points by game end.

Dominion is not a CCG, but the play of the game is similar to the construction and play of a CCG deck. The game comes with 500 cards. You select 10 of the 25 Kingdom card types to include in any given play—leading to immense variety.

—user summary

Part of the Dominion series.

"
273,2,5,1995,120,12,7.74943,3.0513,"['64960', '10310', '70354', '9959']","['2838', '2080', '2046', '2012', '2041', '2040', '2047', '2020', '2828', '2826']","['1035', '1070']","In this award-winning game, players take on the roles of Grandes in medieval Spain.  The king's power is flagging, and these powerful lords are vying for control of the various regions.  To that end, you draft caballeros (knights in the form of colored cubes) into your court and subsequently move them onto the board to help seize control of regions.  After every third round, the regions are scored, and after the ninth round, the player with the most points is the winner.

In each of the nine rounds, you select one of your 13 power cards to determine turn order as well as the number of caballeros you get to move from the provinces (general supply) into your court (personal supply).

A turn then consists of selecting one of five action cards which allow variations to the rules and additional scoring opportunities in addition to determining how many caballeros to move from your court to one or more of the regions on the board (or into the castillo - a secretive tower). Normally, you may only place your caballeros into regions adjacent to the one containing the king pawn. The one hard and fast rule in El Grande is that nothing may move into or out of the king's region. One of the five action cards that is always available each round allows you to move the king to a new region. The other four action cards varying from round to round.

The goal is to have a caballero majority in as many regions (and the castillo) as possible during a scoring round. Following the scoring of the castillo, you place any cubes you had stashed there into the region you had secretly indicated on your region dial. Each region is then scored individually according to a table printed in that region. Two-point bonuses are awarded for having sole majority in the region containing your Grande (large cube) and in the region containing the king.

"
274,1,8,2011,90,13,6.98196,2.3494,"['65328', '28305', '5666', '4311', '3400', '5141']","['2023', '2072', '2856', '2011', '2870', '2819', '2015']","['1022', '1002', '1017', '1010', '1046', '1024', '1093']","Game description from the publisher:

It is 1926, and the museum's extensive collection of exotic curios and occult artifacts poses a threat to the barriers between our world and the elder evils lurking between dimensions. Gates to the beyond begin to leak open, and terrifying creatures of increasing strength steal through them. Animals, the mad, and those of more susceptible minds are driven to desperation by the supernatural forces the portals unleash. Only a handful of investigators race against time to locate the eldritch symbols necessary to seal the portals forever. Only they can stop the Ancient One beyond from finding its way to Earth and reducing humanity to cinders.

Elder Sign is a fast-paced, cooperative dice game of supernatural intrigue for one to eight players by Richard Launius and Kevin Wilson, the designers of Arkham Horror. Players take the roles of investigators racing against time to stave off the imminent return of the Ancient One. Armed with tools, allies, and occult knowledge, investigators must put their sanity and stamina to the test as they adventure to locate Elder Signs, the eldritch symbols used to seal away the Ancient Ones and win the game.

To locate Elder Signs, investigators must successfully endure Adventures within the museum and its environs. A countdown mechanism makes an Ancient One appear if the investigators are not quick enough. The investigators must then battle the Ancient One. A clever and thematic dice mechanism pits their exploration against monsters and the sheer difficulty of staying sane and healthy, all within the standard game duration of one to two hours.

"
286,2,6,2011,60,10,6.21844,2.0182,"['70360', '17928', '63335']","['2072', '2019', '2002']",[],"The inhabitants of the villages surrounding a dormant volcano were happily living in peace until — KABOOM! — the old volcano sprung back to life, unleashing rivers of molten lava in every direction and blasting volcanic rock into the sky. The villages, now faced with destruction, must do whatever they can to protect their homes from the incoming surge of lava.

Your village is about to burn up — can you take the heat?

Eruption is a competitive survival game in which each player struggles to save his or her own village from destruction caused by an onslaught of lava from an erupting volcano. As lava enters a village, its temperature increases until it has burned up completely. Players can protect their own villages by placing lava tiles defensively and strategically building walls of various materials to hold back the lava. They are also rewarded with action cards for directing lava to other villages. Action cards allow players to rotate, replace, or remove the hexagonal lava tiles as well as cool down and fortify their own villages. Once the volcano has fully unleashed its fury, the player whose village is at the lowest temperature wins.

"
298,2,4,2011,30,14,6.67714,2.4359,['8374'],"['2080', '2043', '2040', '2011', '2020']","['1009', '1035', '1086']","The king has died with no clear successor! The players—potential heirs all—are scrambling to put together their power bases by dispatching trusted agents and allies to garner support across the breadth of the kingdom. Nobody wants open warfare, but some conflict is sure to break out.

Fealty is a game of positioning and territory control. Each turn, all players add one piece to the game board, with increasing constraints on placement as time goes on. Some pieces have an effect when brought into play. At the end of the game, all pieces place influence in order of speed, claiming territory and blocking slower opposing pieces. The player who has maneuvered his or her pieces to place the most influence onto the board wins.

"
305,2,6,2011,45,10,7.19505,2.2062,"['66140', '8374', '18747', '11767']","['2001', '2023', '2072', '2676', '2007', '2070', '2819', '2940', '2015']",['1022'],"The call comes in... ""911, what is your emergency?""  On the other end is a panicked response of ""FIRE!"" Moments later you don the protective suits that will keep you alive, gather your equipment and rush to the scene of a blazing inferno. The team has only seconds to assess the situation and devise a plan of attack – then you spring into action like the trained professionals that you are. You must face your fears, never give up, and above all else work as a team because the fire is raging, the building is threatening to collapse, and lives are in danger.

You must succeed. You are the brave men and women of fire rescue; people are depending on you. This is what you do every day.

Flash Point: Fire Rescue is a cooperative game of fire rescue.

There are two versions of game play in Flash Point, a basic game and expert game.
In both variants, players are attempting to rescue 7 of 10 victims from a raging building fire.
As the players attempt to rescue the victims, the fire spreads to other parts of the building, causing structural damage and possibly blocking off pathways through the building.  Each turn a player may spend action points to try to extinguish fires, move through the building, move victims out of the building or perform various special actions such as moving emergency vehicles.  If 4 victims perish in the blaze or the building collapses from taking too much structural damage, the players lose.  Otherwise, the players win instantly when they rescue a 7th victim.

The expert variant included in the game adds thematic elements such as flash over, combustible materials, random setup, and variations on game difficulty from novice to heroic.  The game includes a double sided board with two different building plans and several expansion maps are available.

"
307,2,6,1997,30,8,5.67256,1.3895,"['70360', '8', '6485']","['2040', '2004']",['1002'],"Fluxx is a card game in which the cards themselves determine the current rules of the game. By playing cards, you change numerous aspects of the game: how to draw cards, how to play cards, and even how to win.

At the start of the game, each player holds three cards and on a turn a player draws one card, then plays one card. By playing cards, you can put new rules into play that change numerous aspects of the game: how many cards to draw or play, how many cards you can hold in hand or keep on the table in front of you, and (most importantly) how to win the game. There are many editions, themed siblings, and promo cards available.

"
311,2,4,2010,30,10,6.78768,1.74,"['68558', '70360', '6485', '39723']","['2001', '2023', '2676', '2040', '2960', '2011', '2007', '2004', '2819', '2015']","['1022', '1010']","Forbidden Island is a visually stunning cooperative board game. Instead of winning by competing with other players like most games, everyone must work together to win the game. Players take turns moving their pawns around the 'island', which is built by arranging the many beautifully screen-printed tiles before play begins. As the game progresses, more and more island tiles sink, becoming unavailable, and the pace increases. Players use strategies to keep the island from sinking, while trying to collect treasures and items. As the water level rises, it gets more difficult- sacrifices must be made.

What causes this game to truly stand out among co-op and competitive games alike is the extreme detail that has been paid to the physical components of the game. It comes in a sturdy and organized tin of good shelf storage size. The plastic treasure pieces and wooden pawns are well crafted and they fit just right into the box. The cards are durable, well printed, and easy to understand. The island tiles are the real gem: they are screen-printed with vibrant colors, each with a unique and pleasing image.

With multiple levels of difficulty, different characters to choose from (each with a special ability of their own), many optional island formats and game variations available, Forbidden Island has huge replay value. The game can be played by as few as two players and up to four (though it can accommodate five). More players translates into a faster and more difficult game, though the extra help can make all the difference. This is a fun game, tricky for players of almost any age. Selling for under twenty dollars, oddly, Forbidden Island is a rare game of both quality and affordable price.
 For those who enjoy Forbidden Island, a follow-up project by Gamewright titled Forbidden Desert was released in 2013.

From the publisher's website:

Dare to discover Forbidden Island! Join a team of fearless adventurers on a do-or-die mission to capture four sacred treasures from the ruins of this perilous paradise. Your team will have to work together and make some pulse-pounding maneuvers, as the island will sink beneath every step! Race to collect the treasures and make a triumphant escape before you are swallowed into the watery abyss!

"
